rowNumber,queueId,questionNumber,questionType,questionText,subject,courseLevel,module,topic,subtopic,learningObjective,bloomsLevel,difficultyLevel,difficultyRating,summary,options,payload,explanation,generationMetadata
663,python-dnd-level-1-basic-widgets-r288-q3,Q3,dnd,"In a Tkinter form containing a label, a text entry, and a submit button, match each geometry-manager call to the layout behavior it provides.",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,"Build a simple form with a label, text entry and submit button.",Applying,medium,3,One medium Applying-level drag-and-drop question on selecting Tkinter geometry managers for a simple form.,[],"{""items"":[{""id"":""i1"",""label"":""pack()""},{""id"":""i2"",""label"":""grid()""},{""id"":""i3"",""label"":""place()""}],""targets"":[{""id"":""t1"",""label"":""Arranges widgets sequentially along a side of the parent, such as from top to bottom or left to right."",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Organizes widgets into rows and columns for aligned form elements."",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Positions widgets with explicit or relative x- and y-coordinates."",""correctItemId"":""i3""}]}","pack() places widgets sequentially along a side of their parent and is useful for simple vertical or horizontal arrangements. grid() organizes widgets into rows and columns, which is well suited to aligning a label beside an entry and placing a button in a chosen row. place() positions widgets using explicit or relative x- and y-coordinates rather than automatic rows, columns, or side packing. These behaviors distinguish the three geometry managers when arranging the form.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":288,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Build"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
664,python-fitb-level-1-basic-widgets-r288-q2,Q2,fitb,"A Tkinter form needs its label, text entry, and submit button positioned by row and column; complete the geometry-manager call for the label:

```python
import tkinter as tk

root = tk.Tk()
label = tk.Label(root, text=""Name"")
label.{{1}}(row=0, column=0)
```",Python,Level 1,Basic widgets,Basic widgets,Geometry managers,"Build a simple form with a label, text entry and submit button.",Applying,medium,3,One medium Applying-level FITB question on choosing Tkinter's grid geometry manager for a form layout.,[],"{""blanks"":[{""position"":1,""answer"":""grid"",""acceptedAnswers"":[],""caseSensitive"":true}]}","The `grid` method places a widget in a row-and-column layout, making it suitable for aligning a label, entry, and submit button in a simple form. The `pack` method does not accept `row` and `column` arguments, while `place` uses explicit coordinates instead.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":288,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets"",""topicType"":""Concept"",""topicFamily"":""Basic widgets"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Build"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
665,python-fitb-level-1-basic-widgets-2-r289-q2,Q2,fitb,"In Tkinter, the `{{1}}` widget is used for an independent on/off choice, unlike `Radiobutton`, which is typically used to choose one option from a group.",Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Identify the purpose of Checkbutton and Radiobutton.,Remembering,easy,1,One easy remembering-level FITB question about the distinct purposes of Tkinter Checkbutton and Radiobutton widgets.,[],"{""blanks"":[{""position"":1,""answer"":""Checkbutton"",""acceptedAnswers"":[],""caseSensitive"":true}]}","`Checkbutton` is designed for an independent toggle, so multiple checkbuttons can be selected at the same time. A common misconception is that checkbuttons must be mutually exclusive; that behavior is associated with radiobuttons sharing a variable.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":289,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Remembering"",""bloomsVerb"":""Identify"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
666,python-mcq-level-1-basic-widgets-2-r290-q1,Q1,mcq,"Consider this Tkinter setup:

```python
import tkinter as tk

root = tk.Tk()
notifications = tk.IntVar(value=0)
method = tk.StringVar(value=""email"")

tk.Checkbutton(root, text=""Notifications"", variable=notifications)
tk.Radiobutton(root, text=""Email"", variable=method, value=""email"")
tk.Radiobutton(root, text=""SMS"", variable=method, value=""sms"")

notifications.set(1)
method.set(""sms"")
print(notifications.get(), method.get())
```

What does the final `print()` statement display?",Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Apply IntVar() and StringVar() to track widget state.,Applying,medium,3,One medium Applying-level MCQ on using IntVar() and StringVar() to track Tkinter checkbox and radiobutton state.,"[{""text"":""1 sms"",""correct"":true},{""text"":""True SMS"",""correct"":false},{""text"":""0 email"",""correct"":false},{""text"":""notifications method"",""correct"":false}]",,"`IntVar` stores the checkbox state as an integer, so `notifications.set(1)` makes `notifications.get()` return `1`. `StringVar` stores the selected radiobutton value, so `method.set(""sms"")` makes `method.get()` return `""sms""`. Therefore, the output is `1 sms`. A common misconception is that `.set()` changes only the Python variable; when linked to a widget, it also represents the widget's current state.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":290,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
667,python-fitb-level-1-basic-widgets-2-r290-q2,Q2,fitb,"Complete this Tkinter code so the checkbox stores an integer state and the radiobutton stores its selected label:

```python
import tkinter as tk

root = tk.Tk()
checked = tk.{{1}}(value=0)
selected = tk.{{2}}(value=""none"")

tk.Checkbutton(root, text=""Email"", variable=checked)
tk.Radiobutton(root, text=""Daily"", variable=selected, value=""daily"")
```",Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Apply IntVar() and StringVar() to track widget state.,Applying,medium,3,One medium Applying-level FITB question on using Tkinter variable classes to track checkbox and radiobutton state.,[],"{""blanks"":[{""position"":1,""answer"":""IntVar"",""acceptedAnswers"":[],""caseSensitive"":true},{""position"":2,""answer"":""StringVar"",""acceptedAnswers"":[],""caseSensitive"":true}]}","A checkbox commonly uses `IntVar` because its state is represented by an integer such as 0 or 1. A radiobutton group uses `StringVar` when each option is identified by a string value such as `""daily""`.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":290,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
668,python-mcq-level-1-basic-widgets-2-r291-q1,Q1,mcq,Which statement correctly differentiates Tkinter Checkbutton and Radiobutton widgets?,Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Differentiate Checkbutton (multi-select) from Radiobutton (single-select).,Understanding,easy,2,One easy Understanding-level MCQ differentiating Tkinter Checkbutton and Radiobutton widgets.,"[{""text"":""A Checkbutton supports independent multiple selections, while grouped Radiobuttons allow one selection."",""correct"":true},{""text"":""A Checkbutton allows only one selection, while grouped Radiobuttons allow several selections."",""correct"":false},{""text"":""Both widgets always allow several choices to be selected at the same time."",""correct"":false},{""text"":""Both widgets always restrict the user to selecting exactly one choice."",""correct"":false}]",,"A Checkbutton lets users independently toggle multiple choices, while Radiobuttons are typically grouped so that selecting one choice deselects the others.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":291,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Understanding"",""bloomsVerb"":""Differentiate"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
669,python-fitb-level-1-basic-widgets-2-r291-q2,Q2,fitb,"In Tkinter, use `tkinter.{{1}}` when users should be able to select multiple independent options, rather than selecting only one option with `tkinter.Radiobutton`.",Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Differentiate Checkbutton (multi-select) from Radiobutton (single-select).,Understanding,easy,1,One easy fill-in-the-blank question distinguishing Tkinter Checkbutton and Radiobutton controls.,[],"{""blanks"":[{""position"":1,""answer"":""Checkbutton"",""acceptedAnswers"":[],""caseSensitive"":true}]}","A Checkbutton supports independent multi-selection, while a Radiobutton is intended for choosing one option from a group.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":291,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Understanding"",""bloomsVerb"":""Differentiate"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
670,python-mcq-level-1-basic-widgets-2-r292-q1,Q1,mcq,What is the primary purpose of a Tkinter `Scale` widget?,Python,Level 1,Basic widgets 2,Basic widgets 2,Scale,Identify the purpose of the Scale widget for numeric input.,Remembering,easy,1,One easy Remembering-level MCQ on the purpose of Tkinter's Scale widget for numeric input.,"[{""text"":""To let the user select a numeric value from a range"",""correct"":true},{""text"":""To display a fixed piece of text in a window"",""correct"":false},{""text"":""To accept unrestricted text input from the user"",""correct"":false},{""text"":""To choose several independent items from a list"",""correct"":false}]",,"A `Scale` widget lets a user select a numeric value from a defined range, commonly by moving a slider. It is not primarily used for entering free-form text, displaying labels, or selecting multiple options.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""mcq"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":292,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Remembering"",""bloomsVerb"":""Identify"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
671,python-fitb-level-1-basic-widgets-2-r292-q2,Q2,fitb,"In Python's tkinter library, the widget that lets a user choose a numeric value from a range is {{1}}.",Python,Level 1,Basic widgets 2,Basic widgets 2,Scale,Identify the purpose of the Scale widget for numeric input.,Remembering,easy,1,One easy remembering-level fill-in-the-blank question about the purpose of tkinter's Scale widget.,[],"{""blanks"":[{""position"":1,""answer"":""Scale"",""acceptedAnswers"":[],""caseSensitive"":true}]}",The tkinter Scale widget provides a slider for selecting a numeric value within a specified range.,"{""version"":""coding_theoretical_mixed_v2"",""questionType"":""fitb"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":292,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":2,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Remembering"",""bloomsVerb"":""Identify"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
672,python-dnd-level-1-basic-widgets-2-r290-q3,Q3,dnd,"Given this Tkinter setup, match each construct to the role it plays in tracking widget state:

```python
checked = tk.IntVar(value=0)
choice = tk.StringVar(value=""none"")
check = tk.Checkbutton(root, variable=checked)
red = tk.Radiobutton(root, variable=choice, value=""red"")
```",Python,Level 1,Basic widgets 2,Basic widgets 2,Checkbox and Radiobutton,Apply IntVar() and StringVar() to track widget state.,Applying,medium,3,One medium Applying-level drag-and-drop question on using IntVar() and StringVar() to track checkbox and radiobutton state.,[],"{""items"":[{""id"":""i1"",""label"":""tk.IntVar(value=0)""},{""id"":""i2"",""label"":""tk.StringVar(value=\""none\"")""},{""id"":""i3"",""label"":""tk.Checkbutton(variable=checked)""},{""id"":""i4"",""label"":""tk.Radiobutton(variable=choice, value=\""red\"")""}],""targets"":[{""id"":""t1"",""label"":""Creates an integer control variable suitable for storing a checkbox state such as 0 or 1."",""correctItemId"":""i1""},{""id"":""t2"",""label"":""Creates a text control variable suitable for storing a selected option such as \""none\"" or \""red\""."",""correctItemId"":""i2""},{""id"":""t3"",""label"":""Binds the checkbox to checked so toggling the checkbox updates that integer variable."",""correctItemId"":""i3""},{""id"":""t4"",""label"":""Binds a radio option to choice and stores \""red\"" when that option is selected."",""correctItemId"":""i4""}]}","`tk.IntVar(value=0)` creates a Tkinter-managed integer variable, which is appropriate for a checkbox state such as unchecked (`0`) or checked (`1`). `tk.StringVar(value=""none"")` creates a Tkinter-managed text variable, which can hold the selected radiobutton value. Passing `variable=checked` to the `Checkbutton` binds the checkbox to the integer variable, so toggling the checkbox updates `checked`. Passing `variable=choice` together with `value=""red""` to the `Radiobutton` binds that option to the string variable, so selecting it stores `""red""` in `choice`.","{""version"":""coding_theoretical_mixed_v2"",""questionType"":""dnd"",""modelCallsPerQuestionType"":1,""source"":""syllabus/coding-subjects-syllabus.xlsx#Python"",""sourceRowNumber"":290,""questionBank"":""syllabus/Theory_Question_Bank_LO_wise_Python.csv"",""objectiveQuestionCount"":3,""course"":""Python"",""courseLevel"":""Level 1"",""module"":""Basic widgets 2"",""topicType"":""Concept"",""topicFamily"":""Basic widgets 2"",""bloomsLevel"":""Applying"",""bloomsVerb"":""Apply"",""cognitiveTier"":""Lower-Order"",""skillArea"":""mixed""}"
