subject,topic,topic_subject_label,topic_grade,subtopic,learning_objective,learning_objective_code,is_current_version,question_question_type,question_lifecycle_status,question_retired_at,question_difficulty_band,question_difficulty_rating,question_bloom_level,question_usage_type,question_keywords,question_created_at,question_updated_at,question_grade_level,question_input_type,version_version_number,version_prompt,version_options,version_correct_answer,version_model_answer,version_explanation,version_payload,version_time_allocated_ms,version_created_at
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:27.133Z,2026-05-21T11:18:27.226Z,grade 1,,1,A shelf has 49 books. Then 3 more books are added. Which equation shows the best quick way to find the new total?,"[{""text"":""49 + 3 = 50 + 2 = 52"",""correct"":true},{""text"":""49 + 3 = 50 + 3 = 53"",""correct"":false},{""text"":""49 + 3 = 40 + 3 = 43"",""correct"":false},{""text"":""49 + 3 = 49 + 2 = 51"",""correct"":false}]",49 + 3 = 50 + 2 = 52,,"49 needs 1 more to make 50. Take 1 from the 3, leaving 2. Then 49 + 3 becomes 50 + 2, and 50 + 2 = 52. So the correct equation is 49 + 3 = 50 + 2 = 52. The other choices do not adjust both numbers correctly.","{""focus"":""operation_reasoning"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q20"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.174Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:27.132Z,2026-05-21T11:18:27.227Z,grade 1,,1,"A child has 19 crayons and gets 7 more crayons. If you use the make-20 trick, how many crayons does the child have now?","[{""text"":""25"",""correct"":false},{""text"":""26"",""correct"":true},{""text"":""27"",""correct"":false},{""text"":""36"",""correct"":false}]",26,,"19 needs 1 more to make 20. Take 1 from the 7, leaving 6. Then 20 + 6 = 26. So the child has 26 crayons. 25 is too small, 27 is too large, and 36 is not reasonable for this sum.","{""focus"":""which_value"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q21"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.174Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:27.172Z,2026-05-21T11:18:27.320Z,grade 1,,1,Choose the equation that correctly uses a quick near-10 trick for 7 + 6.,"[{""text"":""7 + 6 = 10 + 3 = 13"",""correct"":true},{""text"":""7 + 6 = 10 + 6 = 16"",""correct"":false},{""text"":""7 + 6 = 7 + 7 = 14"",""correct"":false},{""text"":""7 + 6 = 6 + 3 = 9"",""correct"":false}]",7 + 6 = 10 + 3 = 13,,"You are shining! 7 needs 3 to make 10, so 6 becomes 3. Then 10 + 3 = 13.","{""focus"":""operation_reasoning"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q25"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.224Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:27.173Z,2026-05-21T11:18:27.324Z,grade 1,,1,"A toy box has 27 red blocks and 5 blue blocks. Using a quick mental jump to the next ten, how many blocks are in the box?","[{""text"":""31"",""correct"":false},{""text"":""32"",""correct"":true},{""text"":""33"",""correct"":false},{""text"":""35"",""correct"":false}]",32,,"Nice work! 27 needs 3 to make 30. Then 2 are left from 5, so 30 + 2 = 32.","{""focus"":""word_context"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q23"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.226Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,3.0,analyze,diagnostic,[],2026-05-21T11:18:27.174Z,2026-05-21T11:18:27.327Z,grade 1,,1,"For 39 + 4, one quick method is to make 40 first. Another method is to count on 4 from 39. What answer do both methods give?","[{""text"":""42"",""correct"":false},{""text"":""43"",""correct"":true},{""text"":""44"",""correct"":false},{""text"":""45"",""correct"":false}]",43,,"Both methods must give the same sum for 39 + 4. Using make-40: 39 needs 1 more to become 40, so 4 becomes 3, and 40 + 3 = 43. Counting on 4 from 39 gives 40, 41, 42, 43. So 43 is correct. 42 is too small, and 44 and 45 are too large.","{""focus"":""compare_or_judge"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q24"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.228Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:27.176Z,2026-05-21T11:18:27.329Z,grade 1,,1,"A bus has 39 children on it. Then 8 more children get on. If you think, “Make 40 first,” how many children are on the bus now?","[{""text"":""46"",""correct"":false},{""text"":""47"",""correct"":true},{""text"":""48"",""correct"":false},{""text"":""49"",""correct"":false}]",47,,"39 needs 1 more to make 40. Take 1 from the 8, leaving 7. Then 40 + 7 = 47. So there are 47 children on the bus. 46 is too small, and 48 and 49 are too large.","{""focus"":""which_value"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q26"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.229Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,understand,diagnostic,[],2026-05-21T11:18:27.201Z,2026-05-21T11:18:27.495Z,grade 1,,1,Choose the sentence that is correct about adding 58 + 2 quickly.,"[{""text"":""58 + 2 makes the next ten, so the sum is 60."",""correct"":true},{""text"":""58 + 2 makes 59 because only 1 is added."",""correct"":false},{""text"":""58 + 2 makes 68 because the tens go up by 1 and the ones stay 8."",""correct"":false},{""text"":""58 + 2 makes 52 because 8 and 2 make 10 and the 5 stays the same."",""correct"":false}]","58 + 2 makes the next ten, so the sum is 60.",,"Excellent! 8 ones and 2 ones make 10 ones, so 58 + 2 = 60.","{""focus"":""which_statement"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q27"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.316Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:27.225Z,2026-05-21T11:18:27.497Z,grade 1,,1,"Choose the correct result for 29 + 4 when the quick trick is: make 30 first, then add the rest. Pick the answer that matches the steps.","[{""text"":""33, because 29 + 1 = 30 and 3 more make 33."",""correct"":true},{""text"":""34, because 29 + 1 = 30 and 4 more make 34."",""correct"":false},{""text"":""24, because the 2 and 4 make 24."",""correct"":false},{""text"":""313, because 30 and 3 stay side by side."",""correct"":false}]","33, because 29 + 1 = 30 and 3 more make 33.",,"Nice thinking! The quick jump is 29 + 1 = 30, then 3 more makes 33. Some wrong answers forget that 1 was already used or join digits instead of adding.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q30"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.321Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,4.0,analyze,diagnostic,[],2026-05-21T11:18:27.225Z,2026-05-21T11:18:27.499Z,grade 1,,1,A box of crayons has a number ending in 9. Then 4 more crayons are dropped in. The total becomes 43. Pick the starting number of crayons.,"[{""text"":""39"",""correct"":true},{""text"":""38"",""correct"":false},{""text"":""40"",""correct"":false},{""text"":""29"",""correct"":false}]",39,,"You got it! The number must end in 9, and 39 + 4 = 43. 29 also ends in 9, but it would make 33, not 43.","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q33"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.323Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:27.227Z,2026-05-21T11:18:27.503Z,grade 1,,1,Select the true statement about 18 + 5 when you use a fast make-20 trick with crayons.,"[{""text"":""18 + 5 = 23, because 2 makes 20 and 3 are left."",""correct"":true},{""text"":""18 + 5 = 25, because 18 needs 5 to make 20."",""correct"":false},{""text"":""18 + 5 = 213, because 20 and 3 are written together."",""correct"":false},{""text"":""18 + 5 = 22, because only 2 are added to 18."",""correct"":false}]","18 + 5 = 23, because 2 makes 20 and 3 are left.",,"Great job! From 18, add 2 to make 20, then add the 3 left. That gives 23. The other choices use a common mix-up with the quick trick.","{""focus"":""evaluate_a_claim"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q31"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.326Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,3.0,evaluate,diagnostic,[],2026-05-21T11:18:27.228Z,2026-05-21T11:18:27.504Z,grade 1,,1,"Look at the two quick methods for 49 + 3 with toy cars. Method A: make 50 first, then add 2. Method B: add 3 to 49 and write 412. Choose the best judgment about the methods.","[{""text"":""Method A is correct. The answer is 52."",""correct"":true},{""text"":""Method B is correct. The answer is 412."",""correct"":false},{""text"":""Both methods are correct. The answer is 53."",""correct"":false},{""text"":""Both methods are wrong. The answer is 50."",""correct"":false}]",Method A is correct. The answer is 52.,,"Super work! Method A uses the fast jump: 49 + 1 = 50, then 2 more = 52. Method B joins digits, and that is not addition.","{""focus"":""compare_methods"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q33"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.327Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:27.229Z,2026-05-21T11:18:27.505Z,grade 1,,1,"A sticker pack has 39 shiny stars. Then 6 more stars are added. One quick way is shown: first add 1 to make 40, then add the 5 left. Choose the answer that fits this work.","[{""text"":""45, because 40 + 5 = 45."",""correct"":true},{""text"":""46, because 39 + 1 + 6 = 46."",""correct"":false},{""text"":""405, because 40 and 5 are next to each other."",""correct"":false},{""text"":""44, because 39 only needs 5 more."",""correct"":false}]","45, because 40 + 5 = 45.",,"Well done! The 6 is split into 1 and 5. After 39 + 1 = 40, adding 5 gives 45. Some answers add all 6 again or stick digits together.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q32"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.328Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,1.0,analyze,diagnostic,[],2026-05-21T11:18:27.326Z,2026-05-21T11:18:27.582Z,grade 1,,1,"Choose the best fix for this toy-car quick add: 49 + 4. A fast jump is shown: jump 1 to make 50, then 3 are left. The work ends at 503. Pick the option that gives the right total and tells what went wrong.","[{""text"":""53, because 1 makes 50 and 3 more makes 53."",""correct"":true},{""text"":""503, because 50 and 3 stay side by side."",""correct"":false},{""text"":""54, because 49 gets 4 ones."",""correct"":false},{""text"":""52, because only 1 more is added after 49."",""correct"":false}]","53, because 1 makes 50 and 3 more makes 53.",,"Nice thinking! The quick trick is 49 + 1 = 50, then 50 + 3 = 53. The mistake was writing 50 and 3 side by side as 503 instead of adding them.","{""focus"":""find_the_error"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q35"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.501Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,hard,3.0,analyze,diagnostic,[],2026-05-21T11:18:27.325Z,2026-05-21T11:18:27.581Z,grade 1,,1,"Pick the value that matches this bunny-hop trick. A bunny has 38 carrots and gets 7 more. The hops are: jump 2 to 40, then jump the rest. Choose the total that fits both hops.","[{""text"":""44, because 38 + 2 = 40 and 4 more = 44."",""correct"":false},{""text"":""45, because 38 + 2 = 40 and 5 more = 45."",""correct"":true},{""text"":""47, because 40 + 7 = 47."",""correct"":false},{""text"":""405, because 40 and 5 go together."",""correct"":false}]","45, because 38 + 2 = 40 and 5 more = 45.",,"You got it! The 7 is split into 2 and 5. First go to 40, then add 5 more to make 45. Nice careful hopping!","{""focus"":""multi_constraint_problem"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q35"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.502Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,mcq,active,,medium,2.0,apply,diagnostic,[],2026-05-21T11:18:27.587Z,2026-05-21T11:18:27.697Z,grade 1,,1,"A sticker book has 48 star stickers on one page and 4 more star stickers on the next page. Using a quick jump to 50, how many star stickers are there altogether?","[{""text"":""50"",""correct"":false},{""text"":""51"",""correct"":false},{""text"":""52"",""correct"":true},{""text"":""54"",""correct"":false}]",52,,"Wonderful! 48 needs 2 to make 50, and 2 is left from the 4. Then 50 + 2 = 52.","{""focus"":""word_context"",""grade"":1,""topic"":""Vedic Mathematics"",""subject"":""Maths"",""subtopic"":""Mental Addition Tricks"",""visualMode"":null,""questionSvg"":null,""questionType"":""mcq"",""questionNumber"":""Q28"",""learning_objective"":""Students can use the Vedic addition technique to add numbers quickly mentally""}",,2026-05-21T11:18:27.623Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,fitb,active,,easy,1.0,apply,diagnostic,[],2026-05-21T11:18:43.288Z,2026-07-28T08:08:21.317Z,grade 1,number,1,Fill in the blank with the correct answer: Choose the correct result for 9 + 5 using the quick trick of adding 10 and taking 1 away. Answer: ____.,,,,Great job! 9 + 5 = 10 + 5 - 1 = 14. The other answers come from adding too much or too little.,"{""hint"":""Great job! 9 + 5 = 10 + 5 - 1 = 14. The other answers come from adding too much or too little."",""answer"":""14"",""visualMode"":null,""distractors"":[""13"",""15"",""16""],""questionSvg"":null}",,2026-05-21T11:18:43.409Z
math,Vedic Mathematics,math,grade 1,Mental Addition Tricks,Add fast with the Vedic addition technique,T395.S1.L1,true,fitb,active,,easy,1.0,understand,diagnostic,[],2026-05-21T11:18:43.411Z,2026-07-28T08:08:21.317Z,grade 1,number,1,Fill in the blank with the correct answer: What is 19 + 3. Answer: ____.,,,,"19 + 3 = 22. A quick mental way is to think 19 + 1 = 20, then add the other 2 to get 22. So 22 is correct. 21 is 1 too small, 23 is 1 too large, and 24 is 2 too large.","{""hint"":""19 + 3 = 22. A quick mental way is to think 19 + 1 = 20, then add the other 2 to get 22. So 22 is correct. 21 is 1 too small, 23 is 1 too large, and 24 is 2 too large."",""answer"":""22"",""visualMode"":null,""distractors"":[""21"",""23"",""24""],""questionSvg"":null}",,2026-05-21T11:18:43.463Z
